Windscape of Naperville:Total Deductions	Oct 2016	-35330.0
Windscape of Naperville:Total Gross Potential Rent	Oct 2016	415359.0
Windscape of Naperville:Total Other Income	Oct 2016	22269.0
Windscape of Naperville Total:Windscape of Naperville Total	Oct 2016	402298.0
