Windscape of Naperville:Market Rent	Oct 2016	427232.0
Windscape of Naperville:Net Rental Income	Oct 2016	380029.0
Windscape of Naperville:Total Gross Potential Rent	Oct 2016	415359.0
Windscape of Naperville:Vacancy Loss	Oct 2016	-28178.0
