Windscape of Naperville:1. Total Revenue	Oct 2016	402298.0
Windscape of Naperville:2. Total Expenses	Oct 2016	168053.0
Windscape of Naperville:3. Net Operating Income	Oct 2016	234246.0
Windscape of Naperville:4. Net Income	Oct 2016	116474.0
