kpi1:Total First Contacts	primary	7,913
kpi1:Total First Contacts	secondary	$1
kpi2:Total Apps Submitted	primary	853
kpi2:Total Apps Submitted	secondary	$6
kpi3:Total Move-Ins	primary	590
kpi3:Total Move-Ins	secondary	$9
kpi4:Conversion %	primary	10.8%
kpi4:Conversion %	secondary	NO_VALUE
kpi5:Move-In Percent	primary	7.5%
kpi5:Move-In Percent	secondary	NO_VALUE
kpi6:Cancel/Denial Ratio	primary	29.3%
kpi6:Cancel/Denial Ratio	secondary	NO_VALUE
