Ansley Place - 1536	Avg Lease Trade Out $ Change	-15.4876847291	#fc7570
Ansley Place - 1536	Lease Trade Out % Change	-1.7815085452
Oaks at Greenview, The - 1535	Avg Lease Trade Out $ Change	6.14778325123	#6eda55
Oaks at Greenview, The - 1535	Lease Trade Out % Change	0.694114426499
