kpi1:Total Revenue	primary	$402.3K
kpi1:Total Revenue	secondary	N\A
kpi2:Total Expenses	primary	$168.1K
kpi2:Total Expenses	secondary	N\A
kpi3:Net Operating Income	primary	$234.2K
kpi3:Net Operating Income	secondary	N\A
kpi4:Net Income	primary	$116.5K
kpi4:Net Income	secondary	N\A
