Oct 2016	Avg Days to Apply	53.2484076433	#6eda55
Oct 2016	Avg Days to Move In	67.375
Apr 2017	Avg Days to Apply	4.58598726115	#6eda55
Apr 2017	Avg Days to Move In	27.8227848101
May 2017	Avg Days to Apply	5.35031847134	#6eda55
May 2017	Avg Days to Move In	30.1935483871
Jun 2017	Avg Days to Apply	3.82165605096	#6eda55
Jun 2017	Avg Days to Move In	26.4201680672
