Dec 2017	Avg Loss to Lease	69.9300699301	#9b9bd7
Dec 2017	Avg Actual Rent	874.125874126	#218a8c
Jan 2018	Avg Loss to Lease	78.6713286713	#9b9bd7
Jan 2018	Avg Actual Rent	874.125874126	#218a8c
Feb 2018	Avg Loss to Lease	78.6713286713	#9b9bd7
Feb 2018	Avg Actual Rent	882.867132867	#218a8c
Mar 2018	Avg Loss to Lease	61.1888111888	#9b9bd7
Mar 2018	Avg Actual Rent	900.34965035	#218a8c
Apr 2018	Avg Loss to Lease	69.9300699301	#9b9bd7
Apr 2018	Avg Actual Rent	917.832167832	#218a8c
May 2018	Avg Loss to Lease	69.9300699301	#9b9bd7
May 2018	Avg Actual Rent	917.832167832	#218a8c
Jun 2018	Avg Loss to Lease	61.1888111888	#9b9bd7
Jun 2018	Avg Actual Rent	952.797202797	#218a8c
Jul 2018	Avg Loss to Lease	192.307692308	#9b9bd7
Jul 2018	Avg Actual Rent	1180.06993007	#218a8c
Aug 2018	Avg Loss to Lease	183.566433566	#9b9bd7
Aug 2018	Avg Actual Rent	1372.37762238	#218a8c
Oct 2018	Avg Loss to Lease	148.601398601	#9b9bd7
Oct 2018	Avg Actual Rent	673.076923077	#218a8c
Nov 2018	Avg Loss to Lease	-52.4475524476	#9b9bd7
Nov 2018	Avg Actual Rent	987.762237762	#218a8c
