A1ap	Admin/Down	0	N/A
A1ap	Vacant	0	N/A
A1ap	Occ-NTV	7.7519379845	#9b9bd7
A1ap	Occ-No NTV	92.6356589147	#6eda55
A2ap	Admin/Down	0	N/A
A2ap	Vacant	0	N/A
A2ap	Occ-NTV	0	N/A
A2ap	Occ-No NTV	100.387596899	#6eda55
A3ap	Admin/Down	0	N/A
A3ap	Vacant	0	N/A
A3ap	Occ-NTV	17.0542635659	#9b9bd7
A3ap	Occ-No NTV	83.3333333333	#6eda55
A4ap	Admin/Down	0	N/A
A4ap	Vacant	17.0542635659	#fc7570
A4ap	Occ-NTV	0	N/A
A4ap	Occ-No NTV	83.3333333333	#6eda55
A5ap	Admin/Down	0	N/A
A5ap	Vacant	0	N/A
A5ap	Occ-NTV	8.52713178295	#9b9bd7
A5ap	Occ-No NTV	91.8604651163	#6eda55
A6ap	Admin/Down	0	N/A
A6ap	Vacant	0	N/A
A6ap	Occ-NTV	17.0542635659	#9b9bd7
A6ap	Occ-No NTV	83.3333333333	#6eda55
B1ap	Admin/Down	1.5503875969	#000000
B1ap	Vacant	0.77519379845	#fc7570
B1ap	Occ-NTV	11.2403100775	#9b9bd7
B1ap	Occ-No NTV	86.8217054264	#6eda55
B2ap	Admin/Down	0	N/A
B2ap	Vacant	10.4651162791	#fc7570
B2ap	Occ-NTV	5.03875968992	#9b9bd7
B2ap	Occ-No NTV	84.8837209302	#6eda55
C1ap	Admin/Down	0	N/A
C1ap	Vacant	5.81395348837	#fc7570
C1ap	Occ-NTV	11.2403100775	#9b9bd7
C1ap	Occ-No NTV	83.3333333333	#6eda55
C2ap	Admin/Down	0	N/A
C2ap	Vacant	0	N/A
C2ap	Occ-NTV	17.0542635659	#9b9bd7
C2ap	Occ-No NTV	83.3333333333	#6eda55
