2016.0	Total Advertising and Promotions	8.84353741497	#b7c7cf
2016.0	Total General and Administrative Costs	7.48299319728	#8895ae
2016.0	Total Labor Costs	61.5646258503	#ff8c61
2016.0	Total Repairs and Maintenance	22.4489795918	#ff8255
