Last Data Shown	Resident Move-in Date	06/30/2017
Last Data Shown	Count	12
Triple Crown at Tates Creek - 1656:050	PMS Make Ready Status	Not Ready
Triple Crown at Tates Creek - 1656:050	Future Rented Status	Rented
Triple Crown at Tates Creek - 1656:050	Listed Make Ready Date	06/11/2016
Triple Crown at Tates Creek - 1656:050	Resident Move-in Date	06/29/2016
Triple Crown at Tates Creek - 1656:004	PMS Make Ready Status	Not Ready
Triple Crown at Tates Creek - 1656:004	Future Rented Status	Rented
Triple Crown at Tates Creek - 1656:004	Listed Make Ready Date	06/10/2016
Triple Crown at Tates Creek - 1656:004	Resident Move-in Date	07/08/2016
Silverbrook - 1524:11516	PMS Make Ready Status	Not Ready
Silverbrook - 1524:11516	Future Rented Status	Rented
Silverbrook - 1524:11516	Listed Make Ready Date	09/21/2017
Silverbrook - 1524:11516	Resident Move-in Date	06/05/2017
The Gregory South - 1664:400-433	PMS Make Ready Status	Not Ready
The Gregory South - 1664:400-433	Future Rented Status	Rented
The Gregory South - 1664:400-433	Listed Make Ready Date	06/27/2017
The Gregory South - 1664:400-433	Resident Move-in Date	06/23/2017
Axis at Westmont - 1645:06.109	PMS Make Ready Status	Not Ready
Axis at Westmont - 1645:06.109	Future Rented Status	Rented
Axis at Westmont - 1645:06.109	Listed Make Ready Date	06/27/2017
Axis at Westmont - 1645:06.109	Resident Move-in Date	06/27/2017
Bella Vida at Coyote Ridge - 1467:0810	PMS Make Ready Status	Not Ready
Bella Vida at Coyote Ridge - 1467:0810	Future Rented Status	Rented
Bella Vida at Coyote Ridge - 1467:0810	Listed Make Ready Date	06/28/2017
Bella Vida at Coyote Ridge - 1467:0810	Resident Move-in Date	06/28/2017
Carmel Landing - 1458:37-01	PMS Make Ready Status	Not Ready
Carmel Landing - 1458:37-01	Future Rented Status	Rented
Carmel Landing - 1458:37-01	Listed Make Ready Date	06/28/2017
Carmel Landing - 1458:37-01	Resident Move-in Date	06/28/2017
Park at Peachtree Corners - 1469:371K	PMS Make Ready Status	Not Ready
Park at Peachtree Corners - 1469:371K	Future Rented Status	Rented
Park at Peachtree Corners - 1469:371K	Listed Make Ready Date	06/22/2017
Park at Peachtree Corners - 1469:371K	Resident Move-in Date	06/29/2017
Stoneleigh on Kenswick - 1468:1310	PMS Make Ready Status	Not Ready
Stoneleigh on Kenswick - 1468:1310	Future Rented Status	Rented
Stoneleigh on Kenswick - 1468:1310	Listed Make Ready Date	06/29/2017
Stoneleigh on Kenswick - 1468:1310	Resident Move-in Date	06/29/2017
Axis at Westmont - 1645:06.208	PMS Make Ready Status	Not Ready
Axis at Westmont - 1645:06.208	Future Rented Status	Rented
Axis at Westmont - 1645:06.208	Listed Make Ready Date	05/31/2017
Axis at Westmont - 1645:06.208	Resident Move-in Date	06/29/2017
Ladera Palms - 1450:3006	PMS Make Ready Status	Not Ready
Ladera Palms - 1450:3006	Future Rented Status	Rented
Ladera Palms - 1450:3006	Listed Make Ready Date	06/24/2017
Ladera Palms - 1450:3006	Resident Move-in Date	06/29/2017
Stoneleigh on Kenswick - 1468:1421	PMS Make Ready Status	Not Ready
Stoneleigh on Kenswick - 1468:1421	Future Rented Status	Rented
Stoneleigh on Kenswick - 1468:1421	Listed Make Ready Date	06/29/2017
Stoneleigh on Kenswick - 1468:1421	Resident Move-in Date	06/29/2017
Axis at Westmont - 1645:14.101	PMS Make Ready Status	Not Ready
Axis at Westmont - 1645:14.101	Future Rented Status	Rented
Axis at Westmont - 1645:14.101	Listed Make Ready Date	06/29/2017
Axis at Westmont - 1645:14.101	Resident Move-in Date	06/29/2017
