Windscape of Naperville - 1701:Total Deductions	Oct 2016	-35330.0
Windscape of Naperville - 1701:Total Gross Potential Rent	Oct 2016	415359.0
Windscape of Naperville - 1701:Total Other Income	Oct 2016	22269.0
Windscape of Naperville - 1701 Total:Windscape of Naperville - 1701 Total	Oct 2016	402298.0
