Windscape of Naperville - 1701:Market Rent	Oct 2016	427232.0
Windscape of Naperville - 1701:Net Rental Income	Oct 2016	380029.0
Windscape of Naperville - 1701:Total Gross Potential Rent	Oct 2016	415359.0
Windscape of Naperville - 1701:Vacancy Loss	Oct 2016	-28178.0
