Jun 2018	Avg Loss to Lease	68.1818181818	#9b9bd7
Jun 2018	Avg Actual Rent	996.503496503	#218a8c
Jul 2018	Avg Loss to Lease	78.6713286713	#9b9bd7
Jul 2018	Avg Actual Rent	1017.48251748	#218a8c
Aug 2018	Avg Loss to Lease	68.1818181818	#9b9bd7
Aug 2018	Avg Actual Rent	1038.46153846	#218a8c
Sep 2018	Avg Loss to Lease	115.384615385	#9b9bd7
Sep 2018	Avg Actual Rent	1038.46153846	#218a8c
Oct 2018	Avg Loss to Lease	57.6923076923	#9b9bd7
Oct 2018	Avg Actual Rent	965.034965035	#218a8c
Nov 2018	Avg Loss to Lease	-31.4685314685	#9b9bd7
Nov 2018	Avg Actual Rent	891.608391608	#218a8c
Dec 2018	Avg Loss to Lease	-10.4895104895	#9b9bd7
Dec 2018	Avg Actual Rent	655.594405594	#218a8c
Mar 2019	Avg Loss to Lease	68.1818181818	#9b9bd7
Mar 2019	Avg Actual Rent	1033.21678322	#218a8c
