Property PK	Property Name	Operator GL PK	Operator Account Code	Operator Account Name	Primary GL PK	Primary Account Code	Primary Account Name	Month	Actual
1833	Oaks at Greenview, The	18765	1657-22	Interior Upgrades - Fit Ctr	18765	1657-22	Interior Upgrades - Fit Ctr	2017-07-01	
1833	Oaks at Greenview, The	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	18766	1657-24	Equipment - Fit Ctr	18766	1657-24	Equipment - Fit Ctr	2017-07-01	
1833	Oaks at Greenview, The	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	18767	1657-33	Furnishings - Bus Ctr	18767	1657-33	Furnishings - Bus Ctr	2017-07-01	
1833	Oaks at Greenview, The	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-05-01	0.00
1833	Oaks at Greenview, The	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-06-01	0.00
1833	Oaks at Greenview, The	18768		Total Nonrec Capital Exp-Admin Bldgs	18768		Total Nonrec Capital Exp-Admin Bldgs	2017-07-01	
1833	Oaks at Greenview, The	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	18769	1657-23	Furnishings - Fit Ctr	18769	1657-23	Furnishings - Fit Ctr	2017-07-01	
1833	Oaks at Greenview, The	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	18770	1657-25	Carpet - Fit Ctr	18770	1657-25	Carpet - Fit Ctr	2017-07-01	
1833	Oaks at Greenview, The	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-05-01	3976.43
1833	Oaks at Greenview, The	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-06-01	470.32
1833	Oaks at Greenview, The	20579	1618-09	Carpet - Int Apt	20579	1618-09	Carpet - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-05-01	340.74
1833	Oaks at Greenview, The	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-06-01	53.26
1833	Oaks at Greenview, The	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	20580	1618-10	Plumb Fixt/Sinks/GD - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-05-01	0.00
1833	Oaks at Greenview, The	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-06-01	0.00
1833	Oaks at Greenview, The	20581	1618-11	Replumbing - Int Apt	20581	1618-11	Replumbing - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-05-01	104.19
1833	Oaks at Greenview, The	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-06-01	40.00
1833	Oaks at Greenview, The	20582	1618-12	Light Fixtures - Int Apt	20582	1618-12	Light Fixtures - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-05-01	0.00
1833	Oaks at Greenview, The	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-06-01	0.00
1833	Oaks at Greenview, The	20583	1618-15	Tub Enclosures - Int Apt	20583	1618-15	Tub Enclosures - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-05-01	524.37
1833	Oaks at Greenview, The	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-06-01	0.00
1833	Oaks at Greenview, The	20584	1618-16	Ceiling Fans - Int Apt	20584	1618-16	Ceiling Fans - Int Apt	2017-07-01	
1833	Oaks at Greenview, The	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-05-01	2245.11
1833	Oaks at Greenview, The	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-06-01	1111.96
1833	Oaks at Greenview, The	20585		Total Recurring Capital Exp-Other	20585		Total Recurring Capital Exp-Other	2017-07-01	
1833	Oaks at Greenview, The	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-05-01	0.00
1833	Oaks at Greenview, The	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-06-01	0.00
1833	Oaks at Greenview, The	20587	1651-20	Sealcoat/Striping - Site	20587	1651-20	Sealcoat/Striping - Site	2017-07-01	
1833	Oaks at Greenview, The	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-05-01	0.00
1833	Oaks at Greenview, The	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-06-01	0.00
1833	Oaks at Greenview, The	20588	1651-21	Fencing - Site	20588	1651-21	Fencing - Site	2017-07-01	
1833	Oaks at Greenview, The	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-05-01	0.00
1833	Oaks at Greenview, The	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-06-01	0.00
1833	Oaks at Greenview, The	20589	1651-22	Carport/Garages - Site	20589	1651-22	Carport/Garages - Site	2017-07-01	
1833	Oaks at Greenview, The	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-05-01	0.00
1833	Oaks at Greenview, The	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-06-01	0.00
1833	Oaks at Greenview, The	20590	1651-23	Exterior Lighting - Site	20590	1651-23	Exterior Lighting - Site	2017-07-01	
1833	Oaks at Greenview, The	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-05-01	10739.65
1833	Oaks at Greenview, The	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-06-01	18402.94
1833	Oaks at Greenview, The	20591	1651-24	Pool Rep/Decks/Equip - Site	20591	1651-24	Pool Rep/Decks/Equip - Site	2017-07-01	
1833	Oaks at Greenview, The	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-05-01	10739.65
1833	Oaks at Greenview, The	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-06-01	18402.94
1833	Oaks at Greenview, The	20592		Total Nonrec Capital Exp-Site Impr	20592		Total Nonrec Capital Exp-Site Impr	2017-07-01	
1833	Oaks at Greenview, The	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-05-01	0.00
1833	Oaks at Greenview, The	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-06-01	0.00
1833	Oaks at Greenview, The	20593	1653-01	Plants/Lawn - Lscp	20593	1653-01	Plants/Lawn - Lscp	2017-07-01	
1833	Oaks at Greenview, The	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-05-01	0.00
1833	Oaks at Greenview, The	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-06-01	0.00
1833	Oaks at Greenview, The	20594	1653-02	Tree Removal/Trim - Lscp	20594	1653-02	Tree Removal/Trim - Lscp	2017-07-01	
1833	Oaks at Greenview, The	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-05-01	0.00
1833	Oaks at Greenview, The	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-06-01	0.00
1833	Oaks at Greenview, The	20595	1653-03	Irrigation System/Sprinkler - Lscp	20595	1653-03	Irrigation System/Sprinkler - Lscp	2017-07-01	
1833	Oaks at Greenview, The	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-05-01	0.00
1833	Oaks at Greenview, The	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-06-01	0.00
1833	Oaks at Greenview, The	20596	1653-90	Other Landscaping - Lscp	20596	1653-90	Other Landscaping - Lscp	2017-07-01	
1833	Oaks at Greenview, The	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-05-01	0.00
1833	Oaks at Greenview, The	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-06-01	0.00
1833	Oaks at Greenview, The	20597		Total Nonrec Capital Exp-Landscaping	20597		Total Nonrec Capital Exp-Landscaping	2017-07-01	
1833	Oaks at Greenview, The	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20598	1654-02	Termite Treatment- Ext	20598	1654-02	Termite Treatment- Ext	2017-07-01	
1833	Oaks at Greenview, The	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20599	1654-03	Carpentry- Ext	20599	1654-03	Carpentry- Ext	2017-07-01	
1833	Oaks at Greenview, The	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20600	1654-04	Windows- Ext	20600	1654-04	Windows- Ext	2017-07-01	
1833	Oaks at Greenview, The	20601	1654-07	Roofing- Ext	20601	1654-07	Roofing- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20601	1654-07	Roofing- Ext	20601	1654-07	Roofing- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20601	1654-07	Roofing- Ext	20601	1654-07	Roofing- Ext	2017-07-01	
1833	Oaks at Greenview, The	20602	1654-08	Stair/Rail- Ext	20602	1654-08	Stair/Rail- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20602	1654-08	Stair/Rail- Ext	20602	1654-08	Stair/Rail- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20602	1654-08	Stair/Rail- Ext	20602	1654-08	Stair/Rail- Ext	2017-07-01	
1833	Oaks at Greenview, The	20603	1654-09	Gutters- Ext	20603	1654-09	Gutters- Ext	2017-05-01	0.00
1833	Oaks at Greenview, The	20603	1654-09	Gutters- Ext	20603	1654-09	Gutters- Ext	2017-06-01	0.00
1833	Oaks at Greenview, The	20603	1654-09	Gutters- Ext	20603	1654-09	Gutters- Ext	2017-07-01	
1833	Oaks at Greenview, The	20604	1655-90	Other Int Bldg Impr - Int	20604	1655-90	Other Int Bldg Impr - Int	2017-05-01	0.00
1833	Oaks at Greenview, The	20604	1655-90	Other Int Bldg Impr - Int	20604	1655-90	Other Int Bldg Impr - Int	2017-06-01	0.00
1833	Oaks at Greenview, The	20604	1655-90	Other Int Bldg Impr - Int	20604	1655-90	Other Int Bldg Impr - Int	2017-07-01	
1833	Oaks at Greenview, The	20605		Total Nonrec Capital Exp-Ext Bldng	20605		Total Nonrec Capital Exp-Ext Bldng	2017-05-01	0.00
1833	Oaks at Greenview, The	20605		Total Nonrec Capital Exp-Ext Bldng	20605		Total Nonrec Capital Exp-Ext Bldng	2017-06-01	0.00
1833	Oaks at Greenview, The	20605		Total Nonrec Capital Exp-Ext Bldng	20605		Total Nonrec Capital Exp-Ext Bldng	2017-07-01	
1833	Oaks at Greenview, The	20606	1656-02	Chiller - Mech	20606	1656-02	Chiller - Mech	2017-05-01	0.00
1833	Oaks at Greenview, The	20606	1656-02	Chiller - Mech	20606	1656-02	Chiller - Mech	2017-06-01	0.00
1833	Oaks at Greenview, The	20606	1656-02	Chiller - Mech	20606	1656-02	Chiller - Mech	2017-07-01	
1833	Oaks at Greenview, The	20607	1656-03	Boilers/Furnaces - Mech	20607	1656-03	Boilers/Furnaces - Mech	2017-05-01	0.00
1833	Oaks at Greenview, The	20607	1656-03	Boilers/Furnaces - Mech	20607	1656-03	Boilers/Furnaces - Mech	2017-06-01	0.00
1833	Oaks at Greenview, The	20607	1656-03	Boilers/Furnaces - Mech	20607	1656-03	Boilers/Furnaces - Mech	2017-07-01	
1833	Oaks at Greenview, The	20608	1656-06	Electrical - Mech	20608	1656-06	Electrical - Mech	2017-05-01	0.00
1833	Oaks at Greenview, The	20608	1656-06	Electrical - Mech	20608	1656-06	Electrical - Mech	2017-06-01	0.00
1833	Oaks at Greenview, The	20608	1656-06	Electrical - Mech	20608	1656-06	Electrical - Mech	2017-07-01	
1833	Oaks at Greenview, The	20609	1657-09	Other - Office	20609	1657-09	Other - Office	2017-05-01	0.00
1833	Oaks at Greenview, The	20609	1657-09	Other - Office	20609	1657-09	Other - Office	2017-06-01	0.00
1833	Oaks at Greenview, The	20609	1657-09	Other - Office	20609	1657-09	Other - Office	2017-07-01	
1833	Oaks at Greenview, The	20610	1657-14	Equipment - Clubroom	20610	1657-14	Equipment - Clubroom	2017-05-01	0.00
1833	Oaks at Greenview, The	20610	1657-14	Equipment - Clubroom	20610	1657-14	Equipment - Clubroom	2017-06-01	0.00
1833	Oaks at Greenview, The	20610	1657-14	Equipment - Clubroom	20610	1657-14	Equipment - Clubroom	2017-07-01	
1833	Oaks at Greenview, The	20611	1657-13	Furnishings - Clubroom	20611	1657-13	Furnishings - Clubroom	2017-05-01	0.00
1833	Oaks at Greenview, The	20611	1657-13	Furnishings - Clubroom	20611	1657-13	Furnishings - Clubroom	2017-06-01	0.00
1833	Oaks at Greenview, The	20611	1657-13	Furnishings - Clubroom	20611	1657-13	Furnishings - Clubroom	2017-07-01	
1833	Oaks at Greenview, The	20612	1657-32	Interior Upgrade - Bus Ctr	20612	1657-32	Interior Upgrade - Bus Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	20612	1657-32	Interior Upgrade - Bus Ctr	20612	1657-32	Interior Upgrade - Bus Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	20612	1657-32	Interior Upgrade - Bus Ctr	20612	1657-32	Interior Upgrade - Bus Ctr	2017-07-01	
1833	Oaks at Greenview, The	20613	1657-34	Equipment - Bus Ctr	20613	1657-34	Equipment - Bus Ctr	2017-05-01	0.00
1833	Oaks at Greenview, The	20613	1657-34	Equipment - Bus Ctr	20613	1657-34	Equipment - Bus Ctr	2017-06-01	0.00
1833	Oaks at Greenview, The	20613	1657-34	Equipment - Bus Ctr	20613	1657-34	Equipment - Bus Ctr	2017-07-01	
1833	Oaks at Greenview, The	20614	1657-49	Other - Model	20614	1657-49	Other - Model	2017-05-01	0.00
1833	Oaks at Greenview, The	20614	1657-49	Other - Model	20614	1657-49	Other - Model	2017-06-01	0.00
1833	Oaks at Greenview, The	20614	1657-49	Other - Model	20614	1657-49	Other - Model	2017-07-01	
1833	Oaks at Greenview, The	20615	1657-90	Other - Admin Bldgs	20615	1657-90	Other - Admin Bldgs	2017-05-01	0.00
1833	Oaks at Greenview, The	20615	1657-90	Other - Admin Bldgs	20615	1657-90	Other - Admin Bldgs	2017-06-01	0.00
1833	Oaks at Greenview, The	20615	1657-90	Other - Admin Bldgs	20615	1657-90	Other - Admin Bldgs	2017-07-01	
1833	Oaks at Greenview, The	20616	1659-01	Signage - Misc	20616	1659-01	Signage - Misc	2017-05-01	0.00
1833	Oaks at Greenview, The	20616	1659-01	Signage - Misc	20616	1659-01	Signage - Misc	2017-06-01	0.00
1833	Oaks at Greenview, The	20616	1659-01	Signage - Misc	20616	1659-01	Signage - Misc	2017-07-01	
1833	Oaks at Greenview, The	20617	1659-08	Architectual Fees - Misc	20617	1659-08	Architectual Fees - Misc	2017-05-01	0.00
1833	Oaks at Greenview, The	20617	1659-08	Architectual Fees - Misc	20617	1659-08	Architectual Fees - Misc	2017-06-01	0.00
1833	Oaks at Greenview, The	20617	1659-08	Architectual Fees - Misc	20617	1659-08	Architectual Fees - Misc	2017-07-01	
1833	Oaks at Greenview, The	20618	1659-12	Supervision Fees - Misc	20618	1659-12	Supervision Fees - Misc	2017-05-01	0.00
1833	Oaks at Greenview, The	20618	1659-12	Supervision Fees - Misc	20618	1659-12	Supervision Fees - Misc	2017-06-01	0.00
1833	Oaks at Greenview, The	20618	1659-12	Supervision Fees - Misc	20618	1659-12	Supervision Fees - Misc	2017-07-01	
1833	Oaks at Greenview, The	20619	1659-02	ADA Compliance - Misc	20619	1659-02	ADA Compliance - Misc	2017-05-01	0.00
1833	Oaks at Greenview, The	20619	1659-02	ADA Compliance - Misc	20619	1659-02	ADA Compliance - Misc	2017-06-01	0.00
1833	Oaks at Greenview, The	20619	1659-02	ADA Compliance - Misc	20619	1659-02	ADA Compliance - Misc	2017-07-01	
1833	Oaks at Greenview, The	20620	1659-10	Contingency - Misc	20620	1659-10	Contingency - Misc	2017-05-01	0.00
1833	Oaks at Greenview, The	20620	1659-10	Contingency - Misc	20620	1659-10	Contingency - Misc	2017-06-01	0.00
1833	Oaks at Greenview, The	20620	1659-10	Contingency - Misc	20620	1659-10	Contingency - Misc	2017-07-01	
1833	Oaks at Greenview, The	20629	1655-17	Elevators - Int	20629	1655-17	Elevators - Int	2017-05-01	0.00
1833	Oaks at Greenview, The	20629	1655-17	Elevators - Int	20629	1655-17	Elevators - Int	2017-06-01	0.00
1833	Oaks at Greenview, The	20629	1655-17	Elevators - Int	20629	1655-17	Elevators - Int	2017-07-01	
1833	Oaks at Greenview, The	20631	1656-01	Elect Switches/Outlets - Mech	20631	1656-01	Elect Switches/Outlets - Mech	2017-05-01	0.00
1833	Oaks at Greenview, The	20631	1656-01	Elect Switches/Outlets - Mech	20631	1656-01	Elect Switches/Outlets - Mech	2017-06-01	0.00
1833	Oaks at Greenview, The	20631	1656-01	Elect Switches/Outlets - Mech	20631	1656-01	Elect Switches/Outlets - Mech	2017-07-01	
1833	Oaks at Greenview, The	20632	1656-04	Water Treatment - Mech	20632	1656-04	Water Treatment - Mech	2017-05-01	0.00
1833	Oaks at Greenview, The	20632	1656-04	Water Treatment - Mech	20632	1656-04	Water Treatment - Mech	2017-06-01	0.00
1833	Oaks at Greenview, The	20632	1656-04	Water Treatment - Mech	20632	1656-04	Water Treatment - Mech	2017-07-01	
1833	Oaks at Greenview, The	20635	1657-41	Exterior Upgrades - Model	20635	1657-41	Exterior Upgrades - Model	2017-05-01	0.00
1833	Oaks at Greenview, The	20635	1657-41	Exterior Upgrades - Model	20635	1657-41	Exterior Upgrades - Model	2017-06-01	0.00
1833	Oaks at Greenview, The	20635	1657-41	Exterior Upgrades - Model	20635	1657-41	Exterior Upgrades - Model	2017-07-01	
1833	Oaks at Greenview, The	20636	1657-44	Equipment - Model	20636	1657-44	Equipment - Model	2017-05-01	0.00
1833	Oaks at Greenview, The	20636	1657-44	Equipment - Model	20636	1657-44	Equipment - Model	2017-06-01	0.00
1833	Oaks at Greenview, The	20636	1657-44	Equipment - Model	20636	1657-44	Equipment - Model	2017-07-01	
1834	Ansley Place	4972	1652-61	Golf Course - Site	4972	1652-61	Golf Course - Site	2017-05-01	0.00
1834	Ansley Place	4972	1652-61	Golf Course - Site	4972	1652-61	Golf Course - Site	2017-06-01	0.00
1834	Ansley Place	4972	1652-61	Golf Course - Site	4972	1652-61	Golf Course - Site	2017-07-01	
1834	Ansley Place	4973	1657-11	Exterior Upgrades - Clubroom	4973	1657-11	Exterior Upgrades - Clubroom	2017-05-01	0.00
1834	Ansley Place	4973	1657-11	Exterior Upgrades - Clubroom	4973	1657-11	Exterior Upgrades - Clubroom	2017-06-01	0.00
1834	Ansley Place	4973	1657-11	Exterior Upgrades - Clubroom	4973	1657-11	Exterior Upgrades - Clubroom	2017-07-01	
1834	Ansley Place	4974	1657-19	Other - Clubroom	4974	1657-19	Other - Clubroom	2017-05-01	0.00
1834	Ansley Place	4974	1657-19	Other - Clubroom	4974	1657-19	Other - Clubroom	2017-06-01	0.00
1834	Ansley Place	4974	1657-19	Other - Clubroom	4974	1657-19	Other - Clubroom	2017-07-01	
1834	Ansley Place	4975	1657-21	Exterior Upgrades - Fit Ctr	4975	1657-21	Exterior Upgrades - Fit Ctr	2017-05-01	0.00
1834	Ansley Place	4975	1657-21	Exterior Upgrades - Fit Ctr	4975	1657-21	Exterior Upgrades - Fit Ctr	2017-06-01	0.00
1834	Ansley Place	4975	1657-21	Exterior Upgrades - Fit Ctr	4975	1657-21	Exterior Upgrades - Fit Ctr	2017-07-01	
1834	Ansley Place	4976	1657-31	Exterior Upgrades - Bus Ctr	4976	1657-31	Exterior Upgrades - Bus Ctr	2017-05-01	0.00
1834	Ansley Place	4976	1657-31	Exterior Upgrades - Bus Ctr	4976	1657-31	Exterior Upgrades - Bus Ctr	2017-06-01	0.00
1834	Ansley Place	4976	1657-31	Exterior Upgrades - Bus Ctr	4976	1657-31	Exterior Upgrades - Bus Ctr	2017-07-01	
1834	Ansley Place	10588	1618-01	Hard Surface Flooring - Int Apt	10588	1618-01	Hard Surface Flooring - Int Apt	2017-05-01	0.00
1834	Ansley Place	10588	1618-01	Hard Surface Flooring - Int Apt	10588	1618-01	Hard Surface Flooring - Int Apt	2017-06-01	602.37
1834	Ansley Place	10588	1618-01	Hard Surface Flooring - Int Apt	10588	1618-01	Hard Surface Flooring - Int Apt	2017-07-01	
1834	Ansley Place	10594	1618-02	Appliances - Int Apt	10594	1618-02	Appliances - Int Apt	2017-05-01	1719.88
1834	Ansley Place	10594	1618-02	Appliances - Int Apt	10594	1618-02	Appliances - Int Apt	2017-06-01	781.85
1834	Ansley Place	10594	1618-02	Appliances - Int Apt	10594	1618-02	Appliances - Int Apt	2017-07-01	
1834	Ansley Place	10595	1618-04	Mirrors - - Int Apt	10595	1618-04	Mirrors - - Int Apt	2017-05-01	0.00
1834	Ansley Place	10595	1618-04	Mirrors - - Int Apt	10595	1618-04	Mirrors - - Int Apt	2017-06-01	0.00
1834	Ansley Place	10595	1618-04	Mirrors - - Int Apt	10595	1618-04	Mirrors - - Int Apt	2017-07-01	
1834	Ansley Place	10596	1618-06	Cabinetry - Int Apt	10596	1618-06	Cabinetry - Int Apt	2017-05-01	0.00
1834	Ansley Place	10596	1618-06	Cabinetry - Int Apt	10596	1618-06	Cabinetry - Int Apt	2017-06-01	0.00
1834	Ansley Place	10596	1618-06	Cabinetry - Int Apt	10596	1618-06	Cabinetry - Int Apt	2017-07-01	
1834	Ansley Place	10597	1618-07	Counters - Int Apt	10597	1618-07	Counters - Int Apt	2017-05-01	0.00
1834	Ansley Place	10597	1618-07	Counters - Int Apt	10597	1618-07	Counters - Int Apt	2017-06-01	0.00
1834	Ansley Place	10597	1618-07	Counters - Int Apt	10597	1618-07	Counters - Int Apt	2017-07-01	
1834	Ansley Place	10598	1618-08	Wood Trim/Doors - Int Apt	10598	1618-08	Wood Trim/Doors - Int Apt	2017-05-01	0.00
1834	Ansley Place	10598	1618-08	Wood Trim/Doors - Int Apt	10598	1618-08	Wood Trim/Doors - Int Apt	2017-06-01	0.00
1834	Ansley Place	10598	1618-08	Wood Trim/Doors - Int Apt	10598	1618-08	Wood Trim/Doors - Int Apt	2017-07-01	
1834	Ansley Place	10808	1618-18	Ceilings/Walls - Int Apt	10808	1618-18	Ceilings/Walls - Int Apt	2017-05-01	0.00
1834	Ansley Place	10808	1618-18	Ceilings/Walls - Int Apt	10808	1618-18	Ceilings/Walls - Int Apt	2017-06-01	0.00
1834	Ansley Place	10808	1618-18	Ceilings/Walls - Int Apt	10808	1618-18	Ceilings/Walls - Int Apt	2017-07-01	
1834	Ansley Place	10809	1618-19	Resurfacing/ReGlazing - Int Apt	10809	1618-19	Resurfacing/ReGlazing - Int Apt	2017-05-01	0.00
1834	Ansley Place	10809	1618-19	Resurfacing/ReGlazing - Int Apt	10809	1618-19	Resurfacing/ReGlazing - Int Apt	2017-06-01	0.00
1834	Ansley Place	10809	1618-19	Resurfacing/ReGlazing - Int Apt	10809	1618-19	Resurfacing/ReGlazing - Int Apt	2017-07-01	
1834	Ansley Place	10810	1618-90	Other - Int Apt	10810	1618-90	Other - Int Apt	2017-05-01	0.00
1834	Ansley Place	10810	1618-90	Other - Int Apt	10810	1618-90	Other - Int Apt	2017-06-01	0.00
1834	Ansley Place	10810	1618-90	Other - Int Apt	10810	1618-90	Other - Int Apt	2017-07-01	
1834	Ansley Place	10811		Total Recurring Capital Exp-Interiors	10811		Total Recurring Capital Exp-Interiors	2017-05-01	5351.24
1834	Ansley Place	10811		Total Recurring Capital Exp-Interiors	10811		Total Recurring Capital Exp-Interiors	2017-06-01	5613.68
1834	Ansley Place	10811		Total Recurring Capital Exp-Interiors	10811		Total Recurring Capital Exp-Interiors	2017-07-01	
1834	Ansley Place	10891	1651-25	Pool Furniture - Site	10891	1651-25	Pool Furniture - Site	2017-05-01	10403.37
1834	Ansley Place	10891	1651-25	Pool Furniture - Site	10891	1651-25	Pool Furniture - Site	2017-06-01	0.00
1834	Ansley Place	10891	1651-25	Pool Furniture - Site	10891	1651-25	Pool Furniture - Site	2017-07-01	
1834	Ansley Place	10892	1651-27	Drainage - Site	10892	1651-27	Drainage - Site	2017-05-01	0.00
1834	Ansley Place	10892	1651-27	Drainage - Site	10892	1651-27	Drainage - Site	2017-06-01	0.00
1834	Ansley Place	10892	1651-27	Drainage - Site	10892	1651-27	Drainage - Site	2017-07-01	
1834	Ansley Place	10893	1651-28	Sidewalks - Site	10893	1651-28	Sidewalks - Site	2017-05-01	0.00
1834	Ansley Place	10893	1651-28	Sidewalks - Site	10893	1651-28	Sidewalks - Site	2017-06-01	0.00
1834	Ansley Place	10893	1651-28	Sidewalks - Site	10893	1651-28	Sidewalks - Site	2017-07-01	
1834	Ansley Place	10894	1651-32	Dumpster/Enclosures - Site	10894	1651-32	Dumpster/Enclosures - Site	2017-05-01	0.00
1834	Ansley Place	10894	1651-32	Dumpster/Enclosures - Site	10894	1651-32	Dumpster/Enclosures - Site	2017-06-01	0.00
1834	Ansley Place	10894	1651-32	Dumpster/Enclosures - Site	10894	1651-32	Dumpster/Enclosures - Site	2017-07-01	
1834	Ansley Place	10897	1655-11	Paint - Int	10897	1655-11	Paint - Int	2017-05-01	0.00
1834	Ansley Place	10897	1655-11	Paint - Int	10897	1655-11	Paint - Int	2017-06-01	0.00
1834	Ansley Place	10897	1655-11	Paint - Int	10897	1655-11	Paint - Int	2017-07-01	
